,index,아이디,조사 시작시간,조사 종료시간,병원 코드,진료과 코드,의사 코드,병동 코드,NPS,VOC,label
2996,3683,R2982e01f73a4424296d,2025-03-09 15:40:06,2025-03-09 15:48:43,32100035,0111,3210003501110003,,5,주차 문제가 제일 힘이들어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2997,3683,R2982e01f73a4424296d,2025-03-09 15:40:06,2025-03-09 15:48:43,32100035,0111,3210003501110003,,5,성경 말씀이 있어서 좋았어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2998,3685,R9759c2d7803d485f881,2025-03-09 15:42:46,2025-03-09 15:49:23,37100203,1200,3710020312000003,371002030006,5,비록1일입원했지만 밥도잘나오고 시설도그런데로 좋아보였고 다만아쉬운건 병실침대가 삐거덕거려 조심서러웟어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2999,3685,R9759c2d7803d485f881,2025-03-09 15:42:46,2025-03-09 15:49:23,37100203,1200,3710020312000003,371002030006,5,비록1일입원햏,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3000,3686,R0002025030700150289,2025-03-09 15:50:46,2025-03-09 15:53:00,38100509,1115,1715819992773364,,10,항상 신경써서 진료를 봐주시는 임직원분들께 감사드립니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3001,3688,R1133804625,2025-03-09 15:50:47,2025-03-09 15:54:12,34100016,1200,3410001612000010,,10,친절한 의료진들,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3002,3688,R1133804625,2025-03-09 15:50:47,2025-03-09 15:54:12,34100016,1200,3410001612000010,,10,진료 대기시간이 쫌 길어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3003,3689,Reb2cd1ca9eda40eaa70,2025-03-09 15:53:37,2025-03-09 15:54:13,11101334,,,111013340001,,다 좋았어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3006,3691,Raa56507fa9b943edae2,2025-03-09 15:53:11,2025-03-09 15:55:09,33100161,0104,3310016101040002,,10,대기시간이 길다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3007,3691,Raa56507fa9b943edae2,2025-03-09 15:53:11,2025-03-09 15:55:09,33100161,0104,3310016101040002,,10,선생님이 인기가많아서 대기시간이 조금길어서힘들긴하지만 충분한가치가있었어요 항상 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3008,3692,R619ceca09a0846b9948,2025-03-09 15:54:52,2025-03-09 15:57:06,21100641,,,211006410004,,좋아습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3009,3693,R6d81a1962ed942bb94c,2025-03-09 15:46:40,2025-03-09 15:57:08,34100041,,,,9,원무과 더무정감이없고 불만족스럽다 간호사들도힘드는것은알지만어딘지모르게불만족스럽다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3010,3693,R6d81a1962ed942bb94c,2025-03-09 15:46:40,2025-03-09 15:57:08,34100041,,,,9,더 친절히대하여주시면감사 무엇인가불만족스럽다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3011,3695,R0002025030900029684,2025-03-09 15:54:38,2025-03-09 15:59:00,34100245,0106,3410024501060003,341002450017,4,병실자체가 너무 시끄럽고 보호자등 수시로 병실내외를 왔다갔다하여 불편하고 불쾌했다 이게 위생과도 연결되는부분인데 병원이 그냥 동네 병원느낌,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3012,3695,R0002025030900029684,2025-03-09 15:54:38,2025-03-09 15:59:00,34100245,0106,3410024501060003,341002450017,4,간호사들은 매우친절하나 병원자체가 대학병원같은 느낌도없고 간호간병동이 왜 보호자상주가되어서 시끄럽고 불편한지 이해가 안되는 병원,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3013,3696,Rd5c61b75869346a38a7,2025-03-09 15:50:06,2025-03-09 16:00:43,38100215,0400,3810021504000007,381002150004,10,안내 직원이 친절해서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3014,3698,R66cb46f6f68e48789c1,2025-03-09 15:56:04,2025-03-09 16:01:32,34100041,1000,1739427493882204,,0,항상 수고해주셔서 감사합니다 원무과 몇몇분은 불친절한 분이 계십니다 7층 1인실 병동 밤에는 추운편입니다 말씀 드렸는데도 안따뜻해졌어요 그리고 화장실 너무 더럽습니다 청소에 각별히 신경 써주시면 좋을 것 같구요 병원 앞에 있는 택시인만큼 청결과 매너가 갖추신 기사들만 대기해주시면 안될까요 이게 병원측과 관련은 없을 것 같긴한데 안그래도 아프고 힘드신 분들이 이동하는건데 차에서 너무 냄새가 심해서 토가 나올정도에요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3015,3699,R0002025030900029644,2025-03-09 15:57:35,2025-03-09 16:01:44,34100245,0104,3410024501040004,341002450018,8,외래보시는 분들이 조금만 친절하셨으면좋겠다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3016,3699,R0002025030900029644,2025-03-09 15:57:35,2025-03-09 16:01:44,34100245,0104,3410024501040004,341002450018,8,전반적으로 다들친절하셨으며 대처능력도 좋았다 퇴원후에도 전화로 상황을인지하려는 노력도 보여서 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3017,3700,Rabecf2740ff3465bbcd,2025-03-09 16:01:16,2025-03-09 16:03:23,38100215,,,,10,친절하고 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3018,3700,Rabecf2740ff3465bbcd,2025-03-09 16:01:16,2025-03-09 16:03:23,38100215,,,,10,결과를 이메일로 보내달라고 체크했는데 이메일로 오지 않았고 다시 전화해서 요청 드렸는데 아직 안온 상태입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3019,3702,R0002025030900153742,2025-03-09 15:52:39,2025-03-09 16:03:41,38100509,0600,1715134087319698,171513013722,6,한자복 침구를 시간을정하여배분하는게 마음에들었습니다참고로 텔레비시청시간 조용하게보겠끔해서 잠아니오는사람을위해서 연장 해주솄으면합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3020,3703,R828b162296db417c8ec,2025-03-09 16:00:43,2025-03-09 16:04:29,37203011,,,,10,응급실 첫 방문입니다 크게 응급한 상황은 아니지만 몸이 불편해서 민폐가 되려나 걱정하면서 방문했었어요 걱정과 달리 응급실 성지민 과장님께서 친절하게 진료봐주셨어요 간호사 선생님 원무 선생님도 다 너무 친절하셔서 편하게 진료볼 수 있었습니다 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3022,3707,R9967dd055c7c436c8ab,2025-03-09 16:02:12,2025-03-09 16:07:31,33100063,,,,2,오픈 간호사실이고 병상도 목소리가 잘 울리고 들리는 구조라 조금더 섬세한 태도가 필요할 것 같습니다 의도적이지는 않으셨겠지만 피가 손과 목에 많이 뭍은 환자는 공포스러운 상황인데 웃음 소리가 크더군요 구조적인 문제일 수도 있겠으나 좀 아쉬운 부분이었습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3023,3710,Rf667ae02e17b47ea927,2025-03-09 16:04:24,2025-03-09 16:09:06,37203011,,,,7,응급실에 이록선생님 말고는 다 너무 딱딱하심 원무과는 바빠서 그런지 설명도 안 해준 채 기다리게 하고,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3025,3713,R8f1f0255e5fe419a930,2025-03-09 16:11:25,2025-03-09 16:14:30,38100215,,,,10,밝고 쾌적한 환경과 친절한 응대에 매우 만족함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3026,3714,Re2da83d26cc849668c7,2025-03-09 16:07:15,2025-03-09 16:14:48,31100619,0111,1718774947440817,173554426147,9,타과에 협진을 의뢰에서 오신 정형외과 담당의사선생님께서 좀 더 친절하셨으면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3027,3714,Re2da83d26cc849668c7,2025-03-09 16:07:15,2025-03-09 16:14:48,31100619,0111,1718774947440817,173554426147,9,2층에 출입하면원무과랑 심장내과등이 같이 쓰고 있는데좀 더 분리되었으면 하는 바램이 있다너무 복잡하고 답답한부분이 있다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3028,3717,R86f14b5b5f78446e8e5,2025-03-09 16:13:19,2025-03-09 16:19:11,33100144,0111,1716184290461285,171618459325,10,미듬을 준 대답이 마음이 편하였다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3029,3718,R947ca957ec36403cb7e,2025-03-09 16:13:16,2025-03-09 16:19:23,32100035,0105,3210003501050003,,10,양재원 선생님 진료 아주 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3030,3718,R947ca957ec36403cb7e,2025-03-09 16:13:16,2025-03-09 16:19:23,32100035,0105,3210003501050003,,10,불편한점 없어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3031,3720,R0002025030902117624,2025-03-09 16:15:59,2025-03-09 16:19:53,11100184,0101,1732173909511374,,8,일단 집하고 비교적 가까운거리라 편했음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3032,3720,R0002025030902117624,2025-03-09 16:15:59,2025-03-09 16:19:53,11100184,0101,1732173909511374,,8,약처방할때 비급여품목은 미리 알려주셨으면 감사하겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3033,3722,R799e4d444d1b49ae81b,2025-03-09 16:02:02,2025-03-09 16:20:22,33100161,1500,3310016115000001,,10,의사들이 적당히 설명해주고 빨리 회복할수 있게 해주어서 좋았어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3035,3723,R1e8e84f4231a4ff9bbe,2025-03-09 16:19:50,2025-03-09 16:21:46,11205725,9900,1120572599000001,,10,직원분들이 모두 친절하고 시설이 깨끗해서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3036,3724,R41b2228e0dfa4d22b0a,2025-03-09 16:00:28,2025-03-09 16:21:49,37203011,0100,3720301101000015,372030110004,10,없습니다 간호사분들모두 친절하셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3037,3724,R41b2228e0dfa4d22b0a,2025-03-09 16:00:28,2025-03-09 16:21:49,37203011,0100,3720301101000015,372030110004,10,8병동 간호사님과 이유진선생님 모두 친절하셔서 있는동안 편하게 있었습니다 다만 간병사님의 인성이나 교육이 잘되신분도 있지만 그렇지 안은분도 있었습니다 옆 침대 간병사님은 간병사가 아닌것 같다는 생각이 많이들었습니다 5일인가입원하셨던것같은데 기본적인 적조차도 해주시지안았던것같습니다 앞침대 분도 저와 비슷한 생각을 통화로 말하는것을 들었으며 앞 침대에 계셨던 다른 간병사님이랑은 확연히 달라보였습니다 등도 7시 정도에 꺼버리고 환자보다 일찍 자고 환자와 소통도 안하시고 억압적인 말투로 환자분에 얘기하고 옆에 있어야 하는분이 자리도 자주 비우시면서 환자가 잠시나갔다오면 말없이 다닌다고 언성도 높이시던데 정작 본인이 자리를 지키지 않아서 환자분이 그냥 나간것인데 환자분에게 핀잔을 주고 모든 책임을 환자에게 돌리시더라입니다 혹시나 지인분이나 가족이 입원하여 간병인을 써야 하는경우에 정말로 고민되는 부분입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3038,3725,R5040fc1531f0407785d,2025-03-09 14:19:08,2025-03-09 16:22:02,33100161,,,,0,직원교육 및 태도 등 전반적으로 개선이 필요함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3039,3725,R5040fc1531f0407785d,2025-03-09 14:19:08,2025-03-09 16:22:02,33100161,,,,0,응급실 출입시 직원 불친절 및 태도불량 개선필요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3040,3726,Rf9a5c7c0ab514eef8ee,2025-03-09 16:04:17,2025-03-09 16:22:52,37203011,0100,1741327909522011,,5,예약없이 내원하였으나 시간이너무 오래걸렸어요 아픈사람 을 멀쩡한사람처럼시간관념이없나요 9시에접수했어 1시에처방전나오고 링거맞고 1시40 분쯤 나와 주차 타워대기하고 진료시간 이래도되는건가요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3041,3726,Rf9a5c7c0ab514eef8ee,2025-03-09 16:04:17,2025-03-09 16:22:52,37203011,0100,1741327909522011,,5,예약없이 내원하였으나 대기시간이나 진료시간이 길어도 엄청시간이걸렸어요 9시접수했어오후1시30 분에진료마치고나왔어요 의료사태연관이되더라도,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3042,3727,Rcba41a06d80b4145b52,2025-03-09 16:13:09,2025-03-09 16:23:10,11101334,0424,1110133404240015,111013340002,10,고관절 수술이라 수술후 비데가 없어 좀 불편했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3043,3727,Rcba41a06d80b4145b52,2025-03-09 16:13:09,2025-03-09 16:23:10,11101334,0424,1110133404240015,111013340002,10,병원 청결하고 직원분들 항상 친절하십니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3044,3729,R2af9b109432f4ca8902,2025-03-09 16:10:27,2025-03-09 16:24:15,37203011,0100,1741327909522011,,7,업무미숙 간호사 내과 김지현 간호사 인사조치 바랍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3045,3730,R9373dbc486ec4921a8d,2025-03-09 16:23:43,2025-03-09 16:25:05,38522829,001201,2160005,,10,다들 친절하시고 설명 잘해주셔서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3047,3733,R0000202503081381621,2025-03-09 16:23:03,2025-03-09 16:27:18,36100021,,,,,토요일 밤 응급실에 접수하여 구강외과에서 수술하였는데 수술 후 원무과에 진단서를 요구하니 월요일날 본관 치과로 다시 오라고 하더군요 당일 바로 뗄 수있게 해주면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3048,3736,Rb9089f8e202a404388f,2025-03-09 16:23:04,2025-03-09 16:28:04,38100215,,,,9,폐시티 갑상선 검사의 무료 혜택을 받아서 좋았음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3050,3739,R2025022602229278,2025-03-09 16:27:35,2025-03-09 16:34:12,11100117,1000,1110011710000003,,,이번 검진에도 박현태 교수님 예와 다름없이 훌륭한 진료해셨습니다 걱정 많은 제가 아무리 바보같은 질문들 해도 박교수님 일일히 답해주시면서 격려하시는 자상함에 제가 또 한 번 힘을 얻으며 돌아올 수 있었습니다 그리고 산부외과 외래진료실에 계신 의료진 선생님들 너무나 노련하시고 친절하셔서 아무리 대기실이 꽉 차 만원이어도 혼란스럽거나 부대낀단 느낌없이 편안했던 이번 방문이었습니다 박 교수님 비롯한 모든 의료진 선생님들께 다시 한번 존경과 감사의 마음 전하며 건강하시고 아름다운 봄 되시길 기원드립니다 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3051,3740,Rda7b427f5ae248928d6,2025-03-09 16:12:42,2025-03-09 16:34:52,37100351,9700,1731313436615184,,10,친절 하고 신속하게 잘 해 주셔 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3052,3743,R3117360b4ff3415eb26,2025-03-09 16:34:04,2025-03-09 16:38:57,33317461,,,,5,상의 동일,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3053,3743,R3117360b4ff3415eb26,2025-03-09 16:34:04,2025-03-09 16:38:57,33317461,,,,5,대기시간 으로 인해 예약한게 무의미해 보였음 첫 방문에 이후 2번째 방문시에는 빨랐습니다 수술실 베드 오래되어 보이며 쿠션 미흡 여러모로 교체가 필요해 보임베드가 너무 작음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3054,3744,R8afe8d24fc41469c9e1,2025-03-09 16:27:40,2025-03-09 16:39:03,32100035,0105,3210003501050003,,8,주차장 문제점있다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3055,3744,R8afe8d24fc41469c9e1,2025-03-09 16:27:40,2025-03-09 16:39:03,32100035,0105,3210003501050003,,8,불편한 점은없읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3056,3745,Rc068393c269a40d39e0,2025-03-09 16:33:41,2025-03-09 16:39:23,37203011,0100,1741327909522011,,10,내과 6번창구 간호사와 의사선생님이 매우 친절히 설명해주셨고 지인들에게도 추천할만한 병원인것 같아요 이달 말이에 대장내시경을 해야하는데 믿고 가겠습니다 모두 감사합니다 아플때는 기대고 싶고 두려운데 그 마음을 잘 체크해주셔서 고맙습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3057,3747,R48437a55d83a431daf3,2025-03-09 16:29:45,2025-03-09 16:39:49,33100144,0500,1716184389994315,171618462393,10,항상 깨끗하고 친절합니다 간호사 선생님들이 너무 편하게 가족같은 분위기로 잘 입원해서 있다가 왛읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3058,3747,R48437a55d83a431daf3,2025-03-09 16:29:45,2025-03-09 16:39:49,33100144,0500,1716184389994315,171618462393,10,식당 밥이 좀 개선 했으면 좋겠읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3059,3748,2025030710366480,2025-03-09 16:34:50,2025-03-09 16:40:41,31100881,0104,1729230697989292,,8,내분비내과다리혈관 교수님들 친절하세요보호자 입장,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3060,3749,R924f971a128b4921809,2025-03-09 16:34:20,2025-03-09 16:42:17,37100343,0700,3710034307000002,,8,지인찬스당일접수해서 기다리는데 분명 나보다 늦게왔지만 나보다 먼저 진료를하셨을때 조금 기분이 그렇다 지인이 있음 나도 그랬겠지만,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3061,3751,R0000202503083774421,2025-03-09 16:37:06,2025-03-09 16:47:54,36100021,,,,,응급실 선생님들모두 친절히 잘해주셔서 넘 고맙습니다감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3062,3754,R0002025030700150482,2025-03-09 16:40:01,2025-03-09 16:49:06,38100509,2300,1715128255430507,,7,담당 교수님의 친절한 설명,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3063,3754,R0002025030700150482,2025-03-09 16:40:01,2025-03-09 16:49:06,38100509,2300,1715128255430507,,7,담당 교수님은 환자를 배려해서 눈높이에 맞게 상태나 질병에 대해 설명을 잘 해주시는데 간호사 및 다른 의료진은 교수님보다 환자에 대한 배려가 없는것 같습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3064,3756,R4c608864f2634b22839,2025-03-09 16:48:29,2025-03-09 16:50:35,31101259,,,,10,친절하게 잘 대해두심,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3065,3757,Rfb201455f6374b44904,2025-03-09 16:40:15,2025-03-09 16:51:35,38100215,,,,7,국가검진을 함께 해주셔서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3066,3757,Rfb201455f6374b44904,2025-03-09 16:40:15,2025-03-09 16:51:35,38100215,,,,7,인터넷 예약이 안되어 불편합니다 오전중메는 통화가 안되고 오후통화시에도 연결이 잘안됩니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3067,3758,R0002025030720387096,2025-03-09 16:47:08,2025-03-09 16:53:24,31100571,2400,3110057124000006,,10,그정도면 만족하였다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3068,3758,R0002025030720387096,2025-03-09 16:47:08,2025-03-09 16:53:24,31100571,2400,3110057124000006,,10,쉽게 진료받을수 있어서 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3069,3761,Rc1144a8480664cc49e5,2025-03-09 16:51:17,2025-03-09 16:55:18,11101334,,,,9,산부인과 검사 받을때 완전 친절 하셨다 다만 옷 갈아 입는 곳이 좁았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3071,3763,R4f474fa4b34a425f822,2025-03-09 16:53:42,2025-03-09 16:58:25,33100063,,,,8,대체적으로 만족 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3072,3769,R0002025030812449355,2025-03-09 17:01:05,2025-03-09 17:02:02,31100511,0416,3110051104160008,,10,김지현 교수님 정말 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3073,3774,R2025030400856000,2025-03-09 16:38:47,2025-03-09 17:03:55,11100117,0120,1741148319875916,,,이번 3웡4일 진료때 채혈실 대기가 100분이 걸렸습니다 원래 180분 대기였는데 100분 걸렸으니 운이 좋다고 해야하나요 이게 정상인가요 아무리 휴일 다음날이고 점심 시간때라 하더라도 이번엔 정말 심했습니다 당일 두시간전 채혈후 진료인데 덕분에 진료도 두시간이나 늦어졌구요 우리나라에서 손에 꼽히는 병원이라기엔 그 바쁜 시간에 채혈하시는 분이 한분씩 근무하는게 맞는건가요 다른층에 가면 더 빠르게 가능하다하여 갔는데 거기도 마찬가지로 한분이 채혈 중이셨고 대기실엔 앉을 자리도 없어서 모든 채혈실이 밖에까지 꽉차 있었습니다 1시 반쯤 다른 한분이 추가되니 훨씬 빨라지고 대기시간도 갑자기 반으로 줄더군요 물론 점심시간도 없이 근무하라는 얘기가 아닙니다 인원이 부족 하신거라면 충원하셔야죠 어떤 어떤 분야 1등 병원이 어쩌고 홍보하실게 아니라 기본적인것부터 갖추셨으면 합니다 항상 애정하는 병원이라 정말정말 오래오래 잘되어서 모든 환자들이 원하는 병원이 되었으면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3074,3774,R2025030400856000,2025-03-09 16:38:47,2025-03-09 17:03:55,11100117,0120,1741148319875916,,,채혈검사후 당일 진료시 검사 결과가 바로 대기 시스템에 반영되었으면 좋겠습니다 간호사샘들이 확인이 되어야 진료 순서에 올려주시는거라고 들었는데 잠깐이라도 바쁘시거나해서 확인이 늦어지면 순서가 밀리니까요 어쩔땐 예전에 예약순서 리스트가 있었을때가 훨씬 좋았던듯 해요 내 순서가 대충 언제쯤인지 알 수 있는데 이젠 화면에 뜨는 순서 이외일땐 언제인지 알 수가 없으니까요 순서대로 진료에 채혈결과가 쫌 늦게 나와서 몇명쯤 밀리는건 이해가 가지만 몇번째 진료인지도 모르는데 바쁘신 간호사샘들 한테 계속 결과 나왔는지 확인 부탁드리는거 엄청 눈치 보이거든요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3076,3779,R0002025012322680032,2025-03-09 17:00:01,2025-03-09 17:05:42,36100013,0108,3610001301080001,,10,편하게 사람을 대해주고 치료가 잘되게 진료와 치료를 잘해주셔서 고마웠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3077,3780,R0002025030812457203,2025-03-09 17:02:38,2025-03-09 17:05:54,31100511,0416,3110051104160008,,0,진료 대기시간 80분90분이나 진료는 1분 보면 끝 주말이라 검사진행을 안한다하여 담번에 다시 방문하라함 예약시 안내를 했다면 평일에 방문했을 것임 재방문의사 0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3078,3781,R1077050d454c402fa19,2025-03-09 17:01:21,2025-03-09 17:05:56,21100608,1300,2110060813000004,,10,환자의 일정에 맞게 진료 일정을 친절하게 배려해주심,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3079,3781,R1077050d454c402fa19,2025-03-09 17:01:21,2025-03-09 17:05:56,21100608,1300,2110060813000004,,10,대기 시간이 조금 길었음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3080,3784,R00020250308175001229,2025-03-09 17:05:26,2025-03-09 17:07:17,31101267,,,171953420795,10,친절하고 깨끗하고 빠르게 잘 진행되는점이 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3082,3788,R9866dbe7543a4800b24,2025-03-09 17:05:16,2025-03-09 17:07:57,37100378,,,,10,모두 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
